Country,ISO,BoundaryType,BoundaryName,License,License Source,Source,Year,GeoJSON
Guinea-Bissau,GNB,ADM2,Guinea-Bissau,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNB/ADM2/geoBoundaries-GNB-ADM2.geojson
Guyana,GUY,ADM0,Guyana,Creative Commons Attribution 4.0 International (CC BY 4.0),commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2014,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GUY/ADM0/geoBoundaries-GUY-ADM0.geojson
Guyana,GUY,ADM1,Guyana,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,osm-boundaries.com,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GUY/ADM1/geoBoundaries-GUY-ADM1.geojson
Guyana,GUY,ADM2,Guyana,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/guyana-administrative-level-0-1-and-2-boundaries,data.humdata.org/organization/ocha-fiss?q=guy&ext_page_size=25,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GUY/ADM2/geoBoundaries-GUY-ADM2.geojson
Haiti,HTI,ADM0,Haiti,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/HTI/ADM0/geoBoundaries-HTI-ADM0.geojson
Haiti,HTI,ADM1,Haiti,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/HTI/ADM1/geoBoundaries-HTI-ADM1.geojson
Haiti,HTI,ADM2,Haiti,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/HTI/ADM2/geoBoundaries-HTI-ADM2.geojson
Haiti,HTI,ADM3,Haiti,Creative Commons Attribution 4.0 International (CC BY 4.0),catalog.data.gov/dataset/fews-net-price-volatility-data-2002-2012-9977c,fews.net/fews-data/334?tid=5&field_data_portal_date_start%5Bvalue%5D%5Byear%5D=&field_data_portal_date_start%5Bvalue%5D%5Bmonth%5D=&field_data_portal_date_end%5Bvalue%5D%5Byear%5D=&field_data_portal_date_end%5Bvalue%5D%5Bmonth%5D=,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/HTI/ADM3/geoBoundaries-HTI-ADM3.geojson
Holy See,VAT,ADM0,Holy See,Public Domain,upload.wikimedia.org/wikipedia/commons/9/9c/Flag_map_of_Vatican_City.svg,commons.wikimedia.org/wiki/File,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/VAT/ADM0/geoBoundaries-VAT-ADM0.geojson
Honduras,HND,ADM0,Honduras,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/HND/ADM0/geoBoundaries-HND-ADM0.geojson
Honduras,HND,ADM1,Honduras,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/HND/ADM1/geoBoundaries-HND-ADM1.geojson
Honduras,HND,ADM2,Honduras,Creative Commons Attribution 4.0 International (CC BY 4.0),creativecommons.org/licenses/by/4.0/,datos.gob.hn/en/dataset/limites-municipales/resource/0a086bb7-1e3e-4cb0-b7d8-e21a8417dc5f,2019,https://github.com/wmgeolab/geoBoundaries/raw/905b0ba/releaseData/gbOpen/HND/ADM2/geoBoundaries-HND-ADM2.geojson
Hungary,HUN,ADM0,Hungary,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/w/index.php?search=Maps+of+Hungary&title=Special,commons.wikimedia.org/wiki/File,2011,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/HUN/ADM0/geoBoundaries-HUN-ADM0.geojson
Hungary,HUN,ADM1,Hungary,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/w/index.php?search=Maps+of+Hungary&title=Special,commons.wikimedia.org/wiki/File,2011,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/HUN/ADM1/geoBoundaries-HUN-ADM1.geojson
Hungary,HUN,ADM2,Hungary,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/HUN/ADM2/geoBoundaries-HUN-ADM2.geojson
Hungary,HUN,ADM3,Hungary,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/HUN/ADM3/geoBoundaries-HUN-ADM3.geojson
Iceland,ISL,ADM0,Iceland,Creative Commons Attribution 4.0 International (CC BY 4.0),gatt.lmi.is/geonetwork/srv/eng/catalog.search#/metadata/A1919501-BA1F-4AEE-ABB8-00A3217258AA,gatt.lmi.is/geonetwork/srv/eng/catalog.search#/metadata/A1919501-BA1F-4AEE-ABB8-00A3217258AA,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ISL/ADM0/geoBoundaries-ISL-ADM0.geojson
Iceland,ISL,ADM1,Iceland,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ISL/ADM1/geoBoundaries-ISL-ADM1.geojson
Iceland,ISL,ADM2,Iceland,Creative Commons Attribution 4.0 International (CC BY 4.0),gatt.lmi.is/geonetwork/srv/eng/catalog.search#/metadata/%7B7CF6A33E-2588-42A8-A483-0B6F729B528A%7D,gatt.lmi.is/geonetwork/srv/eng/catalog.search#/metadata/%7B7CF6A33E-2588-42A8-A483-0B6F729B528A%7D,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ISL/ADM2/geoBoundaries-ISL-ADM2.geojson
India,IND,ADM0,India,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/wiki/Category,commons.wikimedia.org/wiki/File,2014,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IND/ADM0/geoBoundaries-IND-ADM0.geojson
India,IND,ADM1,India,Creative Commons Attribution 2.5 India (CC BY 2.5 IN),github.com/datameet/maps,github.com/datameet/maps,2011,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IND/ADM1/geoBoundaries-IND-ADM1.geojson
India,IND,ADM2,India,Open Data Commons Open Database License 1.0,geonode.pathwaysdata.com/layers/geonode,geonode.pathwaysdata.com/layers/geonode,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IND/ADM2/geoBoundaries-IND-ADM2.geojson
India,IND,ADM3,India,Open Data Commons Open Database License 1.0,geonode.pathwaysdata.com/layers/geonode,geonode.pathwaysdata.com/layers/geonode,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IND/ADM3/geoBoundaries-IND-ADM3.geojson
India,IND,ADM4,India,Open Data Commons Open Database License 1.0,geonode.pathwaysdata.com/layers/geonode,geonode.pathwaysdata.com/layers/geonode,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IND/ADM4/geoBoundaries-IND-ADM4.geojson
Indonesia,IDN,ADM0,Indonesia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IDN/ADM0/geoBoundaries-IDN-ADM0.geojson
Indonesia,IDN,ADM1,Indonesia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IDN/ADM1/geoBoundaries-IDN-ADM1.geojson
Indonesia,IDN,ADM2,Indonesia,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/indonesia-administrative-boundary-polygons-lines-and-places-levels-0-4b,data.humdata.org/dataset/indonesia-administrative-boundary-polygons-lines-and-places-levels-0-4b,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IDN/ADM2/geoBoundaries-IDN-ADM2.geojson
Iran (Islamic Republic of),IRN,ADM0,Iran (Islamic Republic of),Public Domain,www.naturalearthdata.com/about/terms-of-use/,www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,2009,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRN/ADM0/geoBoundaries-IRN-ADM0.geojson
Iran (Islamic Republic of),IRN,ADM1,Iran (Islamic Republic of),Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRN/ADM1/geoBoundaries-IRN-ADM1.geojson
Iran (Islamic Republic of),IRN,ADM2,Iran (Islamic Republic of),Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRN/ADM2/geoBoundaries-IRN-ADM2.geojson
Iran (Islamic Republic of),IRN,ADM3,Iran (Islamic Republic of),Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRN/ADM3/geoBoundaries-IRN-ADM3.geojson
Iran (Islamic Republic of),IRN,ADM4,Iran (Islamic Republic of),Creative Commons Attribution-ShareAlike 2.0,osm-boundaries.com/Documentation,osm-boundaries.com/,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRN/ADM4/geoBoundaries-IRN-ADM4.geojson
Iraq,IRQ,ADM0,Iraq,Public Domain,www.naturalearthdata.com/about/terms-of-use/,www.naturalearthdata.com/downloads/10m-cultural-vectors/,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRQ/ADM0/geoBoundaries-IRQ-ADM0.geojson
Iraq,IRQ,ADM1,Iraq,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,creativecommons.org/publicdomain/zero/1.0/deed.en,commons.wikimedia.org/wiki/File,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRQ/ADM1/geoBoundaries-IRQ-ADM1.geojson
Iraq,IRQ,ADM2,Iraq,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/iraq-admin-level-1-boundaries,data.humdata.org/dataset/iraq-admin-level-1-boundaries,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRQ/ADM2/geoBoundaries-IRQ-ADM2.geojson
Ireland,IRL,ADM0,Ireland,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRL/ADM0/geoBoundaries-IRL-ADM0.geojson
Ireland,IRL,ADM1,Ireland,Creative Commons Attribution 4.0 (CC BY 4.0),www.arcgis.com/sharing/rest/content/items/cac5ddcbbe934edc881d1611c6b910c7/info/metadata/metadata.xml?format=default&output=html,data-osi.opendata.arcgis.com/datasets/cac5ddcbbe934edc881d1611c6b910c7/explore?location=53.390427%2C-8.379110%2C7.80,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRL/ADM1/geoBoundaries-IRL-ADM1.geojson
Ireland,IRL,ADM2,Ireland,Creative Commons Attribution 4.0 (CC BY 4.0),data-osi.opendata.arcgis.com/datasets/OSi,data.gov.ie/dataset/local-electoral-areas-boundaries-generalised-20m-osi-national-administrative-boundaries-20152?package_type=dataset,2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IRL/ADM2/geoBoundaries-IRL-ADM2.geojson
Ireland,IRL,ADM3,Ireland,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017.0,https://github.com/wmgeolab/geoBoundaries/raw/ebae58c97e4774de9b5574dd33e77f4062422bbf/releaseData/gbOpen/IRL/ADM3/geoBoundaries-IRL-ADM3.geojson
Isle of Man,IMN,ADM0,Isle of Man,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/IMN/ADM0/geoBoundaries-IMN-ADM0.geojson
Israel,ISR,ADM0,Israel,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ISR/ADM0/geoBoundaries-ISR-ADM0.geojson
Israel,ISR,ADM1,Israel,Public Domain,commons.wikimedia.org/wiki/File,en.wikipedia.org/wiki/Wikipedia,2006,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ISR/ADM1/geoBoundaries-ISR-ADM1.geojson
Israel,ISR,ADM2,Israel,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,creativecommons.org/publicdomain/zero/1.0/deed.en,commons.wikimedia.org/wiki/File,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ISR/ADM2/geoBoundaries-ISR-ADM2.geojson
Italy,ITA,ADM0,Italy,Creative Commons Attribution 3.0 License,www.istat.it/it/note-legali,www.istat.it/it/archivio/222527,2023,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ITA/ADM0/geoBoundaries-ITA-ADM0.geojson
Italy,ITA,ADM1,Italy,Creative Commons Attribution 3.0 License,www.istat.it/it/note-legali,www.istat.it/it/archivio/222527,2023,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ITA/ADM1/geoBoundaries-ITA-ADM1.geojson
Italy,ITA,ADM2,Italy,Creative Commons Attribution 3.0 License,www.istat.it/it/note-legali,www.istat.it/it/archivio/222527,2023,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ITA/ADM2/geoBoundaries-ITA-ADM2.geojson
Italy,ITA,ADM3,Italy,Creative Commons Attribution 3.0 License,www.istat.it/it/note-legali,www.istat.it/it/archivio/222527,2023,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ITA/ADM3/geoBoundaries-ITA-ADM3.geojson
Italy,ITA,ADM4,Italy,Creative Commons Attribution 3.0 License,www.istat.it/it/note-legali,www.istat.it/it/archivio/222527,2023,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ITA/ADM4/geoBoundaries-ITA-ADM4.geojson
Jamaica,JAM,ADM0,Jamaica,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2014,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/JAM/ADM0/geoBoundaries-JAM-ADM0.geojson
Jamaica,JAM,ADM1,Jamaica,Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2011,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/JAM/ADM1/geoBoundaries-JAM-ADM1.geojson
Jamaica,JAM,ADM2,Jamaica,Open Data Commons Open Database License 1.0,github.com/justinelliotmeyers/official_jamaica_administrative_boundary_shapefile/blob/master/Source_License.txt,github.com/justinelliotmeyers/official_jamaica_administrative_boundary_shapefile,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/JAM/ADM2/geoBoundaries-JAM-ADM2.geojson
Jamaica,JAM,ADM3,Jamaica,Open Data Commons Open Database License 1.0,github.com/justinelliotmeyers/official_jamaica_administrative_boundary_shapefile/blob/master/Source_License.txt,github.com/justinelliotmeyers/official_jamaica_administrative_boundary_shapefile,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/JAM/ADM3/geoBoundaries-JAM-ADM3.geojson
Japan,JPN,ADM0,Japan,Creative Commons Attribution 4.0 International (CC BY 4.0),nlftp.mlit.go.jp/ksj/other/agreement.html#agree-01,nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-N03-v3_1.html,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/JPN/ADM0/geoBoundaries-JPN-ADM0.geojson
Japan,JPN,ADM1,Japan,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,osm-boundaries.com,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/JPN/ADM1/geoBoundaries-JPN-ADM1.geojson
Japan,JPN,ADM2,Japan,Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/JPN/ADM2/geoBoundaries-JPN-ADM2.geojson
Jordan,JOR,ADM0,Jordan,Creative Commons Attribution 4.0 International (CC BY 4.0),en.wikipedia.org/wiki/Geography_of_Jordan#/media/File,en.wikipedia.org/wiki/Geography_of_Jordan#/media/File,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/JOR/ADM0/geoBoundaries-JOR-ADM0.geojson
Jordan,JOR,ADM1,Jordan,Creative Commons Attribution 2.5 Generic,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2006,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/JOR/ADM1/geoBoundaries-JOR-ADM1.geojson
Jordan,JOR,ADM2,Jordan,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2006,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/JOR/ADM2/geoBoundaries-JOR-ADM2.geojson
Kazakhstan,KAZ,ADM0,Kazakhstan,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KAZ/ADM0/geoBoundaries-KAZ-ADM0.geojson
Kazakhstan,KAZ,ADM1,Kazakhstan,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KAZ/ADM1/geoBoundaries-KAZ-ADM1.geojson
Kazakhstan,KAZ,ADM2,Kazakhstan,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KAZ/ADM2/geoBoundaries-KAZ-ADM2.geojson
Kenya,KEN,ADM0,Kenya,Public Domain,rcmrd.africageoportal.com/datasets/africageoportal,rcmrd.africageoportal.com/datasets/africageoportal,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KEN/ADM0/geoBoundaries-KEN-ADM0.geojson
Kenya,KEN,ADM1,Kenya,Public Domain,rcmrd.africageoportal.com/datasets/africageoportal,rcmrd.africageoportal.com/datasets/africageoportal,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KEN/ADM1/geoBoundaries-KEN-ADM1.geojson
Kenya,KEN,ADM2,Kenya,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/ken-administrative-boundaries,data.humdata.org/dataset/ken-administrative-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KEN/ADM2/geoBoundaries-KEN-ADM2.geojson
Kenya,KEN,ADM3,Kenya,Creative Commons Attribution 4.0 International (CC BY 4.0),github.com/benaboki/Kenya-County-Assembly-Boundaries,github.com/benaboki/Kenya-County-Assembly-Boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KEN/ADM3/geoBoundaries-KEN-ADM3.geojson
Kiribati,KIR,ADM0,Kiribati,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KIR/ADM0/geoBoundaries-KIR-ADM0.geojson
Kiribati,KIR,ADM1,Kiribati,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KIR/ADM1/geoBoundaries-KIR-ADM1.geojson
Kiribati,KIR,ADM2,Kiribati,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KIR/ADM2/geoBoundaries-KIR-ADM2.geojson
Kuwait,KWT,ADM0,Kuwait,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KWT/ADM0/geoBoundaries-KWT-ADM0.geojson
Kuwait,KWT,ADM1,Kuwait,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KWT/ADM1/geoBoundaries-KWT-ADM1.geojson
Kuwait,KWT,ADM2,Kuwait,Open Data Commons Open Database License 1.0,www.openstreetmap.org/relation/305099#map=9/29.3171/47.7787,www.openstreetmap.org/relation/305099#map=9/29.3171/47.7787,2011,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KWT/ADM2/geoBoundaries-KWT-ADM2.geojson
Kyrgyzstan,KGZ,ADM0,Kyrgyzstan,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KGZ/ADM0/geoBoundaries-KGZ-ADM0.geojson
Kyrgyzstan,KGZ,ADM1,Kyrgyzstan,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KGZ/ADM1/geoBoundaries-KGZ-ADM1.geojson
